"id","topicId","patternId","level","sourceFile","displayMode","interaction","priority","promptPreview"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q71","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Cõu 7: Trong cỏc mệnh đề sau, mệnh đề nào cú mệnh đề đảo là định lý? A. Nếu một tam giỏc là một tam giỏc vuụng thỡ đường trung tuyến vẽ tới cạnh huyền bằng nửa cạnh ấy. B. Nếu một số tự nhiờn tận cựng bằng 0 thỡ số đú chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q72","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Cõu 8: Mệnh đề nào sau đõy cú mệnh đề đảo đỳng? A. Hai gúc đối đỉnh thỡ bằng nhau B. Nếu một số chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q75","math10.algebra.logic_sets","math10.logic.implication.p2","core","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 1. Mệnh đề nào dưới đõy sai? A. Tứ giỏc ABCD là hỡnh vuụng khi và chỉ khi ABCD cú bốn cạnh bằng nhau. B. Một tam giỏc là tam giỏc đều khi và chỉ khi cú nú cú hai đường trung tuyến bằng nhau và cú một gúc bằng 60°. C. Hai tam giỏc bằng n"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q76","math10.algebra.logic_sets","math10.logic.implication.p2","core","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 2. Mệnh đề nào dưới đây đúng? A. Tổng của hai số tự nhiên là một số chẵn khi và chỉ khi cả hai số đều là số chẵn. B. Tích của hai số tự nhiên là một số chẵn khi và chỉ khi cả hai số đều là số chẵn. C. Tổng của hai số tự nhiên là một số "
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q77","math10.algebra.logic_sets","math10.logic.implication.p2","core","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 3. Mệnh đề nào dưới đõy sai? A. Hai tam giỏc bằng nhau khi và chỉ khi chỳng đồng dạng và cú một gúc bằng nhau. B. Một tứ giỏc là hỡnh chữ nhật khi và chỉ khi chỳng cú 3 gúc vuụng. C. Một tam giỏc là tam giỏc vuụng khi và chỉ khi nú cú m"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q78","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 4. Mệnh đề nào dưới đây sai? A. ABC là tam giác đều ⇔ Tam giác ABC cân. B. ABC là tam giác đều ⇔ Tam giác ABC cân và có một góc 60°. C. ABC là tam giác đều ⇔ Tam giác ABC có ba cạnh bằng nhau. D. ABC là tam giác đều ⇔ Tam giác ABC có ha"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q79","math10.algebra.logic_sets","math10.logic.implication.p2","core","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 5. Xét hai mệnh đề (I): Điều kiện cần và đủ để tam giác ABC cân là nó có hai góc bằng nhau. (II): Điều kiện cần và đủ để tứ giác ABCD là hình thoi là nó có 4 cạnh bằng nhau. Khẳng định nào sau đây đúng? A. Chỉ (I) đúng. B. Chỉ (II) đúng"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q80","math10.algebra.logic_sets","math10.logic.implication.p2","core","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Câu 6. Mệnh đề nào dưới đây sai? A. Cho n∈ℕ, n là số lẻ khi và chỉ khi n 2 là số lẻ. B. n chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q81","math10.algebra.logic_sets","math10.logic.implication.p2","core","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 7. Mệnh đề nào dưới đõy đỳng? A. Trong mặt phẳng, hai đường thẳng song song với nhau khi và chỉ khi chỳng khụng cú điểm chung. B. Hai tam giỏc bằng nhau khi và chỉ khi diện tớch của chỳng bằng nhau. C. Một tứ giỏc là hỡnh thoi khi và ch"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q82","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Câu 8. Mệnh đề nào dưới đây đúng? A. Một số nguyên dương chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q83","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Cõu 9. Mệnh đề nào dưới đõy đỳng? A. Tổng hai số tự nhiờn chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q84","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 10. Mệnh đề nào dưới đây đúng? A. a + b < 2 ⇔ a < 1 và b < 1. B. a < b ⇔ a^2 < b^2. C. a + b < 0 ⇔ a < 0 và b < 0. D. ab = 0 ⇔ a = 0 hoặc b = 0."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q88","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 1: Viết mệnh đề sau bằng cỏch sử dụng kớ hiệu ∀ hoặc ∃: “Với mọi số thực thỡ bỡnh phương của nú luụn lớn hơn hoặc bằng 0”. A. ∀∈x ℝ, x^2 ≥ 0. B. ∀∈x ℤ, x^2 ≥ 0. C. ∃∈x ℝ, x^2 ≥ 0. D. ∃∈x ℝ, x^2 ≤ 0."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q89","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 2: Viết mệnh đề sau bằng cách sử dụng kí hiệu ∀ hoặc ∃: “Có một số nguyên bằng bình phương của chính nó”. A. ∀∈x ℝ, x = x^2. B. ∀∈x ℤ, x^2 = x. C. ∃∈x ℤ, x = x^2. D. ∃∈x ℝ, x^2 − x = 0."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q90","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 3: Viết mệnh đề sau bằng cỏch sử dụng kớ hiệu ∀ hoặc ∃: “Mọi số tự nhiờn đều lớn hơn hoặc bằng 0”. A. ∀∈x ℝ, x > 0. B. ∀∈x ℤ, x > 0. C. ∃∈x ℕ, x > 0. D. ∀∈x ℕ, x > 0. THễNG HIỂU."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q91","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 4: Viết mệnh đề sau bằng cách sử dụng kí hiệu ∀ hoặc ∃: “Trên tập số thực, phép cộng có tính giao hoán”. A. ∀x, y ∈ ℤ, x + y = y + x. B. ∀x, y ∈ ℝ, x. y = y. x. C. ∃x, y ∈ ℝ, x. y = y. x. D. ∃x, y ∈ ℚ, x + y = y + x."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q95","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Câu 8: Viết mệnh đề sau bằng cách sử dụng kí hiệu ∀ hoặc ∃: “Tích của 3 số tự nhiên liên tiếp chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q96","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 9: Viết mệnh đề sau bằng cỏch sử dụng kớ hiệu ∀ hoặc ∃: “Cho hai số thực khỏc nhau bất kỡ, luụn tồn tại một số hữu tỉ nằm giữa hai số thực đó cho”. A. ∀a, b ∈ ℝ, a < b, ∃∈r ℚ: a < r < b. B. ∀a, b ∈ ℝ, a < b, ∀∈r ℚ: a < r < b. C. ∃a, b ∈"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q102","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 4: Cho mệnh đề “ ∃∈x ℚ: x = 2 ”. Khẳng định nào đúng? A. Có một số hữu tỉ mà căn bậc hai của nó bằng 2. B. Mọi số hữu tỉ đều có căn bậc hai bằng 2. C. Có một số hữu tỉ có căn bậc hai. D. Mọi số hữu tỉ đều có căn bậc hai."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q110","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 1: Mệnh đề phủ định của mệnh đề P: “ ∃x: x^2 + 2 x + 5 là số nguyờn tố” là: A. ∀x: x^2 + 2 x + 5 khụng là số nguyờn tố. B. ∃x: x^2 + 2 x + 5 là hợp số. C. ∀x: x^2 + 2 x + 5 là hợp số. D. ∃x: x^2 + 2 x + 5 là số thực."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q119","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 1: Trong các mệnh đề sau tìm mệnh đề đúng? A. ∀∈x ℝ: x^2 > 0. B. ∀∈ℕx: x ⋮ 3. C. ∀∈x ℝ: − x^2 < 0. D. ∃∈x ℝ: x > x^2."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q120","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 2: Trong các mệnh đề sau, tìm mệnh đề đúng. A. “ ∃∈x ℝ: x^2 > 0 ”. B. ∀∈x [ 0; +∞⇒) x −≥1 0 ”. 1 C. “ ∀∈−∞x (;0 ]: x = x ”. D. “ ∀∈x ℝ: x < ”. x"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q121","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 3: Xét mệnh đề P ( x ): “ ∃∈x ℝ: x ≥ x ”. Mệnh đề nào sau đây sai? 1 ) A. P ( 0 ). B. P ()1. C. P(( ). D. P ( 2 ). ( 2 )"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q122","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 4: Trong các mệnh đề sau, tìm mệnh đề sai: A. “ ∀∈x ℝ: x^2 > 0 ”. B. “ ∃∈n ℕ: n2 = n ”. 1 C. “ ∀∈n ℕ: n ≤ 2 n ”. D. “ ∃∈x ℝ: x < ”. x"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q123","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Cõu 5: Mệnh đề nào sau đõy là đỳng: A. “ ∃∈x ℚ: x^2 = 2 ”. B. “ ∃∈x ℝ: x^2 − 3 x + 1 = 0 ”. C. “ ∀∈n ℕ: 2 n > n ”. D. “ ∀∈x ℝ: x < x − 1 ”. THễNG HIỂU."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q124","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 6: Trong các mệnh đề sau, tìm mệnh đề đúng: A. “ ∀∈x ℝ, ∃∈y ℝ: x. y > 0 ” B. “ ∀∈x ℕ: x ≥− x ” C. “ ∃∈x ℕ, ∀∈y ℕ: x ⋮ y ” D. “ ∃∈x ℕ: x^2 + 4 x + 3 = 0 ”"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q125","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Cõu 7: Trong cỏc mệnh đề sau, tỡm mệnh đề sai: A. “ ∃∈x ℚ: 4 x^2 −=1 0 ” B. “ ∃∈x ℝ: x > x^2 ” C. “ ∀∈n ℕ: n 2 + 1 khụng chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q126","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 8: Trong các mệnh đề sau mệnh đề nào sai: A. ∀∈n ℕ: n 2 ⋮ 2 ⇒ n ⋮.2 B. ∀∈n ℕ: n ⋮ 2 ⇒ n 2 ⋮.2 C. ∀∈ℕn: n ⋮.2 D. ∀∈n ℕ: n ≥ 0."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q127","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 9: Cho n là số tự nhiên, mệnh đề nào sau đây đúng? A. ∀∈n ℕ: n ( n + 1) là số chính phương. B. ∀∈n ℕ: n ( n + 1) là số lẻ. C. ∃∈n ℕ: n ( n + 1)( n + 2 ) là số lẻ. D. ∀∈n ℕ: n ( n + 1)( n + 2 ) là số chia"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q128","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 10: Trong các mệnh đề sau đây, mệnh đề nào sai? A. ∀∈x ℝ, ∃∈y ℝ: x + y^2 ≥ 0. B. ∃∈x ℝ, ∀∈y ℝ: x + y^2 ≥ 0 C. ∀∈x ℝ, ∀∈y ℝ: x + y^2 ≥ 0 D. ∃∈x ℝ, ∃∈y ℝ: x + y^2 ≤ 0"
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q129","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 11: Chọn mệnh đề đúng: A. ∀∈n ℕ ∗: n 2 − 1 là bội số của 3. B. ∃∈x ℚ: x^2 = 3. C. ∀∈n ℕ: 2 n + 1 là số nguyên tố. D. ∀∈n ℕ: 2 n ≥ n + 2."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q130","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","choice_like","auto_solver_next","Câu 12: Trong các mệnh đề sau tìm mệnh đề đúng? A. ∀∈x ℝ: x^2 > 0. B. ∀∈ℕx: x ⋮ 3. C. ∀∈x ℝ: − x^2 < 0. D. ∃∈x ℝ: x > x^2."
"math10.math10.algebra.logic_sets.d10_c1_b1_menh_de_pdf.q131","math10.algebra.logic_sets","math10.logic.identify.p1","foundation","D10_C1_B1_Menh De.pdf","text","open_response","manual_or_cas_solver","Cõu 13: Trong cỏc mệnh đề sau, mệnh đề nào đỳng? A. ∀∈n ℕ, n 2 + 1 khụng chia"
